name,domain,country,state,city,employees,revenue,founded_year,type,employees_num,revenue_num,founded_year_num,main_industry,categories_list,category_primary
Thomson Reuters,thomsonreuters.com,Switzerland,Zug,Zug,over-10K,over-1b,2008.0,public,12000.0,1500000000.0,2008.0,business services,"['b2b', 'saas', 'media']",B2B
Criteo,criteo.com,France,Île-de-France,Paris,1K-5K,over-1b,2005.0,public,3000.0,1500000000.0,2005.0,business services,"['b2b', 'saas']",B2B
Ubisoft,ubisoft.com,France,Unknown,Unknown,over-10K,over-1b,1997.0,public,12000.0,1500000000.0,1997.0,software,"['b2c', 'media']",B2C
LibreOffice,libreoffice.org,Germany,Berlin,Berlin,11-50,over-1b,2010.0,nonprofit,30.5,1500000000.0,2010.0,software,"['b2c', 'b2b', 'mobile']",B2C
OTTO,otto.de,Germany,Hamburg,Hamburg,1K-5K,over-1b,1949.0,private,3000.0,1500000000.0,1949.0,retail,"['b2c', 'e-commerce']",B2C
Xiaomi,mi.com,United Kingdom,England,London,over-10K,over-1b,2010.0,public,12000.0,1500000000.0,2010.0,retail,"['b2c', 'e-commerce']",B2C
King's College London,kcl.ac.uk,United Kingdom,England,London,over-10K,over-1b,1829.0,Unknown,12000.0,1500000000.0,1829.0,education,"['b2c', 'b2g', 'media']",B2C
Trend Micro,trendmicro.com,Germany,Unknown,Unknown,5K-10K,over-1b,1988.0,public,7500.0,1500000000.0,1988.0,software,"['b2b', 'saas']",B2B
Farfetch,farfetch.com,United Kingdom,England,London,5K-10K,over-1b,2008.0,private,7500.0,1500000000.0,2008.0,retail,"['b2c', 'e-commerce']",B2C
Royal Mail,royalmail.com,United Kingdom,England,London,over-10K,over-1b,1840.0,public,12000.0,1500000000.0,1840.0,transportation,"['b2b', 'b2c', 'service-provider']",B2B
Sage,sage.com,United Kingdom,England,Newcastle upon Tyne,over-10K,over-1b,1981.0,public,12000.0,1500000000.0,1981.0,software,"['b2b', 'saas']",B2B
Anthropologie,anthropologie.com,United Kingdom,England,London,51-200,over-1b,1992.0,private,125.5,1500000000.0,1992.0,retail,"['b2c', 'e-commerce']",B2C
Blockchain,blockchain.com,United Kingdom,England,London,1K-5K,over-1b,2011.0,private,3000.0,1500000000.0,2011.0,software,"['b2c', 'b2b', 'saas']",B2C
H&M,hm.com,Finland,Uusimaa,Helsinki,over-10K,over-1b,1947.0,public,12000.0,1500000000.0,1947.0,retail,"['b2c', 'e-commerce']",B2C
University of Bristol,bristol.ac.uk,United Kingdom,England,Bristol,over-10K,over-1b,1876.0,Unknown,12000.0,1500000000.0,1876.0,education,"['b2c', 'b2b']",B2C
John Lewis,johnlewis.com,United Kingdom,England,London,over-10K,over-1b,1864.0,partnership,12000.0,1500000000.0,1864.0,retail,"['b2c', 'e-commerce']",B2C
Transport for London,tfl.gov.uk,United Kingdom,England,London,over-10K,over-1b,2000.0,nonprofit,12000.0,1500000000.0,2000.0,transportation,"['b2g', 'service-provider']",B2G
Deloitte,deloitte.com,Netherlands,North Holland,Amsterdam,over-10K,over-1b,1895.0,private,12000.0,1500000000.0,1895.0,business services,"['b2b', 'service-provider']",B2B
DHL,dhl.com,United Kingdom,England,London,over-10K,over-1b,1969.0,public,12000.0,1500000000.0,1969.0,transportation,"['b2b', 'service-provider']",B2B
NRK,nrk.no,Norway,Oslo,Oslo,1K-5K,over-1b,1933.0,public,3000.0,1500000000.0,1933.0,media and internet,"['b2c', 'media']",B2C
SVT,svt.se,Sweden,Stockholm County,Stockholm,1K-5K,over-1b,1956.0,public,3000.0,1500000000.0,1956.0,media and internet,"['b2c', 'media']",B2C
Utrecht University,uu.nl,Netherlands,Utrecht,Utrecht,over-10K,over-1b,1636.0,Unknown,12000.0,1500000000.0,1636.0,education,"['b2c', 'saas']",B2C
DeepMind,deepmind.google,United Kingdom,England,London,5K-10K,over-1b,2010.0,private,7500.0,1500000000.0,2010.0,business services,['b2b'],B2B
Olympics,olympics.com,Switzerland,Vaud,Lausanne,1K-5K,over-1b,1894.0,nonprofit,3000.0,1500000000.0,1894.0,media and internet,"['b2c', 'b2b', 'media']",B2C
Regjeringen,regjeringen.no,Norway,Oslo,Oslo,201-500,over-1b,1916.0,government,350.5,1500000000.0,1916.0,government,"['b2g', 'service-provider']",B2G
Eventim,eventim.de,Germany,Bremen,Bremen,501-1K,over-1b,1999.0,public,251000.0,1500000000.0,1999.0,business services,"['b2c', 'b2b', 'b2g', 'e-commerce']",B2C
Gucci,gucci.com,Italy,Tuscany,Florence,over-10K,over-1b,1921.0,private,12000.0,1500000000.0,1921.0,retail,"['b2c', 'e-commerce']",B2C
Kantar,kantar.com,United Kingdom,England,London,over-10K,over-1b,2010.0,private,12000.0,1500000000.0,2010.0,business services,"['b2b', 'service-provider']",B2B
OnlyFans,onlyfans.com,United Kingdom,England,London,1K-5K,over-1b,2016.0,private,3000.0,1500000000.0,2016.0,business services,"['b2c', 'media']",B2C
NATO,nato.int,Belgium,Brussels-Capital Region,Brussels,5K-10K,over-1b,1949.0,government,7500.0,1500000000.0,1949.0,government,"['b2g', 'service-provider']",B2G
Marks & Spencer,marksandspencer.com,United Kingdom,England,London,over-10K,over-1b,1884.0,public,12000.0,1500000000.0,1884.0,retail,['b2c'],B2C
University of Cambridge,cam.ac.uk,United Kingdom,England,Cambridge,over-10K,over-1b,1209.0,Unknown,12000.0,1500000000.0,1209.0,education,"['b2c', 'media', 'service-provider']",B2C
Deutsche Bahn,bahn.de,Germany,Berlin,Berlin,over-10K,over-1b,1994.0,public,12000.0,1500000000.0,1994.0,transportation,"['b2c', 'b2b', 'service-provider']",B2C
Vodafone,vodafone.com,United Kingdom,England,Newbury,over-10K,over-1b,1982.0,public,12000.0,1500000000.0,1982.0,telecommunications,"['b2b', 'b2c', 'service-provider']",B2B
Next,next.co.uk,United Kingdom,England,Leicester,over-10K,over-1b,1982.0,private,12000.0,1500000000.0,1982.0,retail,"['b2c', 'e-commerce']",B2C
FIFA - Fédération Internationale de Football Association,fifa.com,Switzerland,Unknown,Unknown,5K-10K,over-1b,1904.0,nonprofit,7500.0,1500000000.0,1904.0,hospitality,"['b2g', 'b2b']",B2G
UEFA,uefa.com,Switzerland,Vaud,Nyon,1K-5K,over-1b,1954.0,nonprofit,3000.0,1500000000.0,1954.0,organizations,"['b2b', 'e-commerce']",B2B
Albert Heijn,ah.nl,Netherlands,North Holland,Zaandam,over-10K,over-1b,1887.0,public,12000.0,1500000000.0,1887.0,retail,"['b2c', 'e-commerce']",B2C
BT,bt.com,United Kingdom,England,London,over-10K,over-1b,2014.0,public,12000.0,1500000000.0,2014.0,telecommunications,"['b2c', 'b2b', 'b2g', 'service-provider']",B2C
Fairmont,fairmont.com,France,Île-de-France,Issy-les-Moulineaux,over-10K,over-1b,1886.0,private,12000.0,1500000000.0,1886.0,hospitality,"['b2c', 'service-provider']",B2C
InPost,inpost.pl,Poland,Unknown,Unknown,1K-5K,over-1b,2006.0,public,3000.0,1500000000.0,2006.0,transportation,"['b2b', 'b2c', 'service-provider']",B2B
Formula 1,formula1.com,United Kingdom,England,London,1K-5K,over-1b,2009.0,public,3000.0,1500000000.0,2009.0,media and internet,"['b2c', 'media']",B2C
eBay,ebay.com,United States,California,San Jose,over-10K,over-1b,1995.0,public,12000.0,1500000000.0,1995.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
500px,500px.com,Canada,Ontario,Toronto,201-500,10m-50m,2009.0,private,350.5,30000000.0,2009.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Walmart,walmart.com,United States,Oklahoma,Oklahoma City,over-10K,over-1b,1962.0,public,12000.0,1500000000.0,1962.0,retail,"['b2c', 'e-commerce']",B2C
Fiverr,fiverr.com,United States,New York,Unknown,over-10K,200m-1b,2010.0,public,12000.0,600000000.0,2010.0,retail,"['b2b', 'b2c', 'e-commerce']",B2B
Udemy,udemy.com,United States,California,San Francisco,5K-10K,200m-1b,2010.0,public,7500.0,600000000.0,2010.0,education,"['b2c', 'e-commerce']",B2C
DeviantArt,deviantart.com,United States,California,Los Angeles,501-1K,10m-50m,2000.0,public,251000.0,30000000.0,2000.0,business services,"['b2c', 'media']",B2C
Freepik,freepik.com,Spain,Barcelona,Barcelona,1K-5K,50m-100m,2010.0,private,3000.0,75000000.0,2010.0,software,"['b2c', 'b2b', 'e-commerce', 'saas']",B2C
Barnes & Noble,barnesandnoble.com,United States,New York,Unknown,over-10K,over-1b,1873.0,private,12000.0,1500000000.0,1873.0,retail,"['b2c', 'e-commerce']",B2C
Target,target.com,United States,Minnesota,Minneapolis,over-10K,over-1b,1962.0,public,12000.0,1500000000.0,1962.0,retail,"['b2c', 'e-commerce']",B2C
OpenSea,opensea.io,United States,Florida,Miami,501-1K,200m-1b,2022.0,private,251000.0,600000000.0,2022.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Meta,meta.com,United States,California,Menlo Park,over-10K,over-1b,2010.0,public,12000.0,1500000000.0,2010.0,retail,"['b2c', 'e-commerce']",B2C
Home Depot,homedepot.com,United States,Georgia,Atlanta,over-10K,over-1b,1977.0,public,12000.0,1500000000.0,1977.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Sketchfab,sketchfab.com,United States,New York,Unknown,51-200,1m-10m,2012.0,private,125.5,5500000.0,2012.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Koton,koton.com,Turkey,İstanbul,Unknown,over-10K,over-1b,1988.0,private,12000.0,1500000000.0,1988.0,retail,"['b2c', 'e-commerce']",B2C
Bandcamp,bandcamp.com,United States,California,Oakland,51-200,10m-50m,1999.0,private,125.5,30000000.0,1999.0,media and internet,"['b2c', 'b2b', 'e-commerce', 'media']",B2C
Houzz,houzz.com,United States,California,Palo Alto,1K-5K,200m-1b,2009.0,private,3000.0,600000000.0,2009.0,retail,"['b2c', 'b2b', 'e-commerce', 'saas']",B2C
Alibaba,alibaba.com,China,Unknown,Unknown,over-10K,over-1b,1999.0,public,12000.0,1500000000.0,1999.0,retail,"['b2b', 'e-commerce']",B2B
Zazzle,zazzle.com,United States,California,Redwood City,1K-5K,200m-1b,1999.0,private,3000.0,600000000.0,1999.0,retail,"['b2c', 'e-commerce']",B2C
Iconfinder,iconfinder.com,Denmark,Unknown,Unknown,11-50,10m-50m,2012.0,private,30.5,30000000.0,2012.0,construction,"['b2b', 'e-commerce']",B2B
Best Buy,bestbuy.com,United States,Delaware,Dover,over-10K,over-1b,1966.0,public,12000.0,1500000000.0,1966.0,retail,"['b2c', 'e-commerce']",B2C
ArtStation,artstation.com,United States,North Carolina,Cary,501-1K,1m-10m,2014.0,private,251000.0,5500000.0,2014.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Allegro Lokalnie,allegrolokalnie.pl,Poland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,retail,"['b2c', 'e-commerce']",B2C
ThemeForest,themeforest.net,Australia,Victoria,St Kilda West,11-50,1m-10m,2010.0,partnership,30.5,5500000.0,2010.0,retail,"['b2b', 'b2c', 'e-commerce']",B2B
Gumroad,gumroad.com,United States,California,San Francisco,201-500,10m-50m,2012.0,private,350.5,30000000.0,2012.0,media and internet,"['b2c', 'b2b', 'saas']",B2C
Katy Perry,katyperry.com,Indonesia,Jawa Timur,Surabaya,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,"['b2c', 'e-commerce']",B2C
Story,macys.com,United States,New York,Unknown,51-200,over-1b,1858.0,public,125.5,1500000000.0,1858.0,retail,"['b2c', 'e-commerce']",B2C
Divi Den,divi-den.com,United States,Illinois,Rockford,1-10,Unknown,2011.0,private,5.5,600000000.0,2011.0,software,"['b2b', 'b2c', 'e-commerce']",B2B
Redbubble,redbubble.com,Australia,Victoria,Docklands,1K-5K,200m-1b,2006.0,public,3000.0,600000000.0,2006.0,retail,"['b2c', 'e-commerce']",B2C
PHP Scripts Mall,phpscriptsmall.com,India,Tamil Nadu,Chennai,11-50,1m-10m,2004.0,public,30.5,5500000.0,2004.0,retail,"['b2b', 'e-commerce']",B2B
AliExpress,aliexpress.com,China,Shanghai,Shanghai,1-10,Unknown,2000.0,Unknown,5.5,600000000.0,2000.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Creative Market,creativemarket.com,United States,Texas,Austin,201-500,1m-10m,2012.0,private,350.5,5500000.0,2012.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Agoda,agoda.com,Singapore,Central Singapore,Singapore,5K-10K,over-1b,2005.0,public,7500.0,1500000000.0,2005.0,hospitality,"['b2c', 'e-commerce']",B2C
iStock,istockphoto.com,Brazil,Unknown,Unknown,1-10,Unknown,1995.0,private,5.5,600000000.0,1995.0,retail,"['b2b', 'b2c', 'e-commerce', 'media']",B2B
Artsy,artsy.net,United States,New York,Unknown,501-1K,10m-50m,2009.0,private,251000.0,30000000.0,2009.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
DoorDash,doordash.com,United States,California,San Francisco,over-10K,over-1b,2013.0,public,12000.0,1500000000.0,2013.0,transportation,"['b2c', 'service-provider', 'mobile']",B2C
Planet Waves,planetwaves.net,United States,New York,Kingston,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,business services,"['b2c', 'media']",B2C
Christiane Northrup,drnorthrup.com,United States,Connecticut,Washington,Unknown,under-1m,Unknown,Unknown,3000.0,500000.0,,retail,"['b2c', 'e-commerce', 'media']",B2C
Temu,temu.com,United States,Massachusetts,Boston,1K-5K,over-1b,2015.0,public,3000.0,1500000000.0,2015.0,retail,"['b2c', 'e-commerce']",B2C
Groupon,groupon.com,United States,Illinois,Chicago,over-10K,200m-1b,2008.0,public,12000.0,600000000.0,2008.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Eclat Beauty,special-koko.com,Unknown,Unknown,Unknown,Unknown,under-1m,Unknown,Unknown,3000.0,500000.0,,retail,"['b2b', 'e-commerce']",B2B
Wish,wish.com,United States,California,San Francisco,501-1K,200m-1b,2011.0,public,251000.0,600000000.0,2011.0,retail,"['b2c', 'e-commerce']",B2C
Dreamstime,dreamstime.com,United States,Tennessee,Brentwood,201-500,10m-50m,2004.0,private,350.5,30000000.0,2004.0,retail,"['b2b', 'b2c', 'e-commerce', 'media']",B2B
FIGHT30,fight30.com,Taiwan,Taipei,Taipei,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,retail,"['b2c', 'e-commerce']",B2C
Capterra,capterra.com,United States,Virginia,Arlington,51-200,10m-50m,1999.0,public,125.5,30000000.0,1999.0,business services,"['b2b', 'media']",B2B
REI,rei.com,United States,Oregon,Portland,over-10K,over-1b,1938.0,private,12000.0,1500000000.0,1938.0,retail,"['b2c', 'e-commerce']",B2C
GoodRobe,goodrobe.fr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,retail,"['b2c', 'e-commerce']",B2C
Kobo,kobo.com,Canada,Ontario,Toronto,501-1K,50m-100m,2009.0,private,251000.0,75000000.0,2009.0,retail,"['b2c', 'e-commerce', 'media']",B2C
CodeCanyon,codecanyon.net,Australia,Victoria,Fitzroy,Unknown,Unknown,2006.0,Unknown,3000.0,600000000.0,2006.0,retail,"['b2b', 'b2c', 'e-commerce']",B2B
Costco,costco.com,United States,Washington,Seattle,over-10K,over-1b,1983.0,public,12000.0,1500000000.0,1983.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
CafePress,cafepress.com,United States,California,Calabasas,11-50,50m-100m,1999.0,public,30.5,75000000.0,1999.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Hypebeast,hypebeast.com,Hong Kong S.A.R.,Tsuen Wan,Tsuen Wan,201-500,50m-100m,2005.0,public,350.5,75000000.0,2005.0,business services,"['b2c', 'media', 'e-commerce']",B2C
Rakuten,rakuten.co.jp,Japan,Tokyo,Tokyo,over-10K,over-1b,1997.0,public,12000.0,1500000000.0,1997.0,retail,"['b2c', 'e-commerce']",B2C
Paradise Nursery,paradisenursery.com,United States,Virginia,Virginia Beach,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,retail,"['b2c', 'service-provider']",B2C
Bookshop,bookshop.org,United States,Indiana,Fort Wayne,201-500,Unknown,2020.0,private,350.5,600000000.0,2020.0,retail,"['b2c', 'e-commerce']",B2C
Christie's,christies.com,United States,New York,Unknown,1K-5K,over-1b,1766.0,private,3000.0,1500000000.0,1766.0,retail,"['b2c', 'b2b', 'media']",B2C
Xiaohongshu,xiaohongshu.com,China,Shanghai,Shanghai,1K-5K,200m-1b,2013.0,private,3000.0,600000000.0,2013.0,retail,"['b2c', 'e-commerce', 'media']",B2C
Complex,complex.com,United States,New York,Unknown,501-1K,50m-100m,2002.0,private,251000.0,75000000.0,2002.0,business services,"['b2c', 'media', 'e-commerce']",B2C
Fitzmall,fitzmall.com,United States,Unknown,Unknown,501-1K,200m-1b,1966.0,private,251000.0,600000000.0,1966.0,retail,"['b2c', 'mobile']",B2C
Society Pass,thesocietypass.com,Singapore,Central Singapore,Singapore,11-50,1m-10m,2018.0,public,30.5,5500000.0,2018.0,business services,"['b2b', 'b2c', 'saas', 'e-commerce']",B2B
Redemptorist Publications,rpbooks.co.uk,United Kingdom,England,Alton,11-50,Unknown,Unknown,private,30.5,600000000.0,,retail,"['b2b', 'b2c']",B2B
Pine Valley,yokohama-pinevalley.com,Japan,Unknown,Unknown,Unknown,1m-10m,2008.0,Unknown,3000.0,5500000.0,2008.0,retail,"['b2c', 'e-commerce']",B2C
Heat Free Hair,heatfreehair.com,United States,Connecticut,Washington,1-10,under-1m,2012.0,private,5.5,500000.0,2012.0,retail,"['b2c', 'e-commerce']",B2C
Notebook Records,notebookrecords.net,Japan,Hokkaidō Prefecture,Sapporo,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,media and internet,"['b2c', 'b2b', 'e-commerce', 'media']",B2C
Lowe's,lowes.com,United States,North Carolina,Mooresville,over-10K,over-1b,1946.0,public,12000.0,1500000000.0,1946.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Data Sciences,datasciences.co.za,South Africa,Unknown,Unknown,51-200,Unknown,2013.0,private,125.5,600000000.0,2013.0,business services,"['b2b', 'service-provider']",B2B
Lehmann,lehmannsilva.com,Brazil,São Paulo,Santos,1-10,Unknown,2017.0,Unknown,5.5,600000000.0,2017.0,retail,"['b2b', 'b2c', 'media']",B2B
The Knot,theknot.com,United States,New York,New York City,11-50,200m-1b,1996.0,public,30.5,600000000.0,1996.0,business services,"['b2c', 'e-commerce', 'service-provider']",B2C
Temps L,tempsl.fr,France,Hauts-de-France,Marquette-lez-Lille,Unknown,Unknown,1988.0,Unknown,3000.0,600000000.0,1988.0,retail,"['b2c', 'e-commerce']",B2C
Itamar Erez,itamarerez.com,Canada,British Columbia,Vancouver,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,"['b2c', 'b2b', 'e-commerce', 'media']",B2C
Schuhplus,schuhplus.com,Germany,Schleswig-Holstein,Kaltenkirchen,1-10,1m-10m,2002.0,self-owned,5.5,5500000.0,2002.0,retail,"['b2c', 'e-commerce']",B2C
Epson,epson.com,Japan,Kōchi Prefecture,Suwa,501-1K,over-1b,1942.0,public,251000.0,1500000000.0,1942.0,manufacturing,"['b2b', 'b2c']",B2B
PolyX Insulation,shopee.co.th,Thailand,Samut Prakan,Unknown,Unknown,under-1m,Unknown,private,3000.0,500000.0,,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Wacom,wacom.com,Japan,Unknown,Unknown,201-500,200m-1b,1983.0,public,350.5,600000000.0,1983.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
DJI,dji.com,China,Guangdong,Shenzhen,over-10K,over-1b,2006.0,private,12000.0,1500000000.0,2006.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Insta360,insta360.com,China,Guangdong,Shenzhen,201-500,10m-50m,2014.0,private,350.5,30000000.0,2014.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Synology,synology.com,Taiwan,Unknown,Unknown,501-1K,200m-1b,2000.0,public,251000.0,600000000.0,2000.0,manufacturing,"['b2b', 'b2c']",B2B
Fujifilm X,fujifilm-x.com,Japan,Tokyo,Tokyo,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Yamaha,yamaha.com,Japan,Shizuoka Prefecture,Hamamatsu,over-10K,over-1b,1960.0,public,12000.0,1500000000.0,1960.0,manufacturing,"['b2b', 'b2c', 'service-provider']",B2B
KORG,korg.com,Japan,Unknown,Unknown,51-200,Unknown,1964.0,Unknown,125.5,600000000.0,1964.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Toyota Motor Corporation,global.toyota,Japan,Aichi Prefecture,Unknown,over-10K,over-1b,1937.0,public,12000.0,1500000000.0,1937.0,manufacturing,"['b2c', 'b2b', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2C
Roland,roland.com,Japan,Yamaguchi Prefecture,Unknown,201-500,1m-10m,1972.0,private,350.5,5500000.0,1972.0,manufacturing,"['b2c', 'b2b']",B2C
VIA Technologies,viatech.com,Taiwan,Unknown,Unknown,501-1K,under-1m,1987.0,public,251000.0,500000.0,1987.0,business services,"['b2b', 'saas']",B2B
Renesas,renesas.com,Japan,Tokyo,Tokyo,over-10K,over-1b,2002.0,public,12000.0,1500000000.0,2002.0,manufacturing,"['b2b', 'saas']",B2B
Gigabyte,gigabyte.com,Taiwan,Unknown,Unknown,1K-5K,10m-50m,1986.0,public,3000.0,30000000.0,1986.0,manufacturing,"['b2b', 'b2c', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2B
Honda,global.honda,Japan,Tokyo,Minato-ku,over-10K,over-1b,1948.0,public,12000.0,1500000000.0,1948.0,manufacturing,['b2c'],B2C
Espressif,espressif.com,China,Shanghai,Shanghai,201-500,200m-1b,2008.0,public,350.5,600000000.0,2008.0,manufacturing,"['b2b', 'saas']",B2B
Seeed Studio,seeedstudio.com,China,Guangdong,Shenzhen,201-500,10m-50m,2008.0,private,350.5,30000000.0,2008.0,manufacturing,"['b2b', 'b2c', 'e-commerce', 'service-provider']",B2B
ASICS,asics.com,Japan,Hyōgo Prefecture,Kobe,1K-5K,over-1b,1977.0,public,3000.0,1500000000.0,1977.0,retail,"['b2c', 'b2b']",B2C
Canon,global.canon,Japan,Tokyo,Tokyo,over-10K,over-1b,1937.0,public,12000.0,1500000000.0,1937.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Street Directory,streetdirectory.com,Singapore,Central Singapore,Singapore,51-200,1m-10m,Unknown,private,125.5,5500000.0,,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Takeda,takeda.com,Japan,Tokyo,Tokyo,over-10K,over-1b,1781.0,public,12000.0,1500000000.0,1781.0,business services,"['b2b', 'service-provider']",B2B
Mitsubishi Electric,mitsubishielectric.com,Japan,Tokyo,Chiyoda-ku,5K-10K,over-1b,1997.0,public,7500.0,1500000000.0,1997.0,manufacturing,"['b2b', 'saas']",B2B
QNAP,qnap.com,Taiwan,Taipei,Taipei,501-1K,200m-1b,2004.0,private,251000.0,600000000.0,2004.0,manufacturing,"['b2b', 'b2c']",B2B
Ricoh,ricoh.co.jp,Japan,Tokyo,Tokyo,201-500,Unknown,1973.0,private,350.5,600000000.0,1973.0,manufacturing,"['b2b', 'service-provider']",B2B
Ricoh Imaging,ricoh-imaging.co.jp,Japan,Unknown,Unknown,Unknown,Unknown,2011.0,Unknown,3000.0,600000000.0,2011.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
OPPO,oppo.com,China,Guangdong,Dongguan,over-10K,over-1b,2004.0,private,12000.0,1500000000.0,2004.0,manufacturing,"['b2c', 'mobile']",B2C
Hikvision,hikvision.com,China,Unknown,Unknown,over-10K,over-1b,2001.0,public,12000.0,1500000000.0,2001.0,manufacturing,"['b2b', 'b2g']",B2B
Zyxel,zyxel.com,Taiwan,Hsinchu,Hsinchu,501-1K,200m-1b,1989.0,public,251000.0,600000000.0,1989.0,manufacturing,['b2b'],B2B
Asahi Breweries,asahibeer.co.jp,Japan,Tokyo,Tokyo,51-200,over-1b,1889.0,private,125.5,1500000000.0,1889.0,manufacturing,['b2c'],B2C
Takara Tomy,takaratomy.co.jp,Japan,Unknown,Unknown,1-10,over-1b,1953.0,public,5.5,1500000000.0,1953.0,manufacturing,"['b2c', 'e-commerce']",B2C
D'CENT,dcentwallet.com,South Korea,Seoul,Seoul,1-10,Unknown,2017.0,Unknown,5.5,600000000.0,2017.0,manufacturing,"['b2c', 'e-commerce']",B2C
TCL,tcl.com,China,Guangdong,Huizhou,5K-10K,over-1b,1981.0,public,7500.0,1500000000.0,1981.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
HTC VIVE,vive.com,Taiwan,Taipei,Taipei,201-500,1m-10m,2015.0,private,350.5,5500000.0,2015.0,manufacturing,"['b2b', 'b2c', 'media']",B2B
Hitachi,hitachi.com,Japan,Tokyo,Chiyoda-ku,over-10K,over-1b,1910.0,public,12000.0,1500000000.0,1910.0,manufacturing,"['b2b', 'b2g']",B2B
Bandai,bandai.co.jp,Japan,Tokyo,Tokyo,201-500,200m-1b,1950.0,public,350.5,600000000.0,1950.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
MSI,msi.com,Taiwan,Taipei,Taipei,1K-5K,over-1b,1986.0,public,3000.0,1500000000.0,1986.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Toshiba America,toshiba.com,Japan,Tokyo,Tokyo,over-10K,over-1b,1875.0,private,12000.0,1500000000.0,1875.0,manufacturing,"['b2b', 'saas']",B2B
Bureau of Indian Standards,bis.gov.in,India,Delhi,New Delhi,1K-5K,10m-50m,1946.0,government,3000.0,30000000.0,1946.0,business services,"['b2g', 'service-provider']",B2G
Wacoal,wacoal.jp,Japan,Unknown,Unknown,Unknown,Unknown,2005.0,Unknown,3000.0,600000000.0,2005.0,retail,"['b2c', 'e-commerce']",B2C
Reliance Industries,ril.com,India,Maharashtra,Unknown,over-10K,over-1b,1966.0,public,12000.0,1500000000.0,1966.0,"energy, utilities and waste","['b2b', 'b2c', 'e-commerce', 'service-provider', 'mobile', 'media']",B2B
Under Armour,underarmour.co.jp,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,retail,"['b2c', 'e-commerce']",B2C
Nikon,nikon.com,Japan,Tokyo,Tokyo,over-10K,over-1b,1917.0,public,12000.0,1500000000.0,1917.0,manufacturing,"['b2b', 'b2c']",B2B
Maruti Suzuki,marutisuzuki.com,India,Maharashtra,Mumbai,over-10K,over-1b,1983.0,public,12000.0,1500000000.0,1983.0,manufacturing,"['b2c', 'saas']",B2C
Takara Belmont,takarabelmont.com,Japan,Kyōto Prefecture,Kyoto,51-200,1m-10m,1921.0,private,125.5,5500000.0,1921.0,manufacturing,"['b2b', 'e-commerce']",B2B
Maytronics,maytronics.com,Israel,Unknown,Unknown,501-1K,200m-1b,1983.0,public,251000.0,600000000.0,1983.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Sarda Farms,sardafarms.com,India,Maharashtra,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,manufacturing,"['b2c', 'e-commerce']",B2C
Yunmai,yunmaiglobal.com,China,Guangdong,Shenzhen,11-50,Unknown,2014.0,self-owned,30.5,600000000.0,2014.0,manufacturing,"['b2c', 'e-commerce']",B2C
Lovense,lovense.com,Singapore,Central Singapore,Singapore,11-50,10m-50m,2013.0,private,30.5,30000000.0,2013.0,manufacturing,"['b2c', 'e-commerce']",B2C
